medicineOfficialName,urlKusurinoShiori
タケキャブ錠10mg［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=40078
タケキャブ錠10mg［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=40079
タケキャブ錠20mg［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=40028
タケキャブ錠20mg［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=40041
タケプロンOD錠15［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=46351
タケプロンOD錠15［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=46349
タケプロンOD錠30［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=46354
タケプロンOD錠30［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=46352
タケプロンカプセル15［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=46356
タケプロンカプセル15［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=46355
タケプロンカプセル30［消化器用剤］,https://www.rad-ar.or.jp/siori/search/result?n=46358
タケプロンカプセル30［ヘリコバクター・ピロリ除菌］,https://www.rad-ar.or.jp/siori/search/result?n=46357
タケルダ配合錠,https://www.rad-ar.or.jp/siori/search/result?n=46359
タコシール組織接着用シート［3.0cm×2.5cm］,https://www.rad-ar.or.jp/siori/search/result?n=19410
タコシール組織接着用シート［4.8cm×4.8cm］,https://www.rad-ar.or.jp/siori/search/result?n=19411
タコシール組織接着用シート［9.5cm×4.8cm］,https://www.rad-ar.or.jp/siori/search/result?n=19412
タコシール組織接着用シートロールタイプ［4.8cm×4.8cm］,https://www.rad-ar.or.jp/siori/search/result?n=50212
タシグナカプセル150mg,https://www.rad-ar.or.jp/siori/search/result?n=18416
タシグナカプセル200mg,https://www.rad-ar.or.jp/siori/search/result?n=14707
タシグナカプセル50mg,https://www.rad-ar.or.jp/siori/search/result?n=44324
タスフィゴ錠35mg,https://www.rad-ar.or.jp/siori/search/result?n=52087
タズベリク錠200mg,https://www.rad-ar.or.jp/siori/search/result?n=49435
タゾピペ配合静注用2.25「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=41870
タゾピペ配合静注用2.25「明治」,https://www.rad-ar.or.jp/siori/search/result?n=41638
タゾピペ配合静注用4.5「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=41871
タゾピペ配合静注用4.5「明治」,https://www.rad-ar.or.jp/siori/search/result?n=41640
タゾピペ配合点滴静注用バッグ2.25「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=41873
タゾピペ配合点滴静注用バッグ4.5「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=41874
タダラフィルOD錠10mgCI「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=43494
タダラフィルOD錠2.5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=47564
タダラフィルOD錠2.5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=48068
タダラフィルOD錠2.5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=46430
タダラフィルOD錠20mgCI「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=43495
タダラフィルOD錠5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=47575
タダラフィルOD錠5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=46431
タダラフィルOD錠5mgZA「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=48069
タダラフィル錠10mgCI「FCI」,https://www.rad-ar.or.jp/siori/search/result?n=49283
タダラフィル錠10mgCI「TCK」,https://www.rad-ar.or.jp/siori/search/result?n=47797
タダラフィル錠10mgCI「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=50971
タダラフィル錠10mgCI「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=47995
タダラフィル錠10mgCI「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=50183
タダラフィル錠10mgCI「クラシエ」,https://www.rad-ar.or.jp/siori/search/result?n=46744
タダラフィル錠10mgCI「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=47238
タダラフィル錠2.5mgZA「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47765
タダラフィル錠2.5mgZA「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=48167
タダラフィル錠2.5mgZA「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=47536
タダラフィル錠2.5mgZA「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=47526
タダラフィル錠2.5mgZA「シオエ」,https://www.rad-ar.or.jp/siori/search/result?n=49732
タダラフィル錠2.5mgZA「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=47643
タダラフィル錠2.5mgZA「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=47999
タダラフィル錠2.5mgZA「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=47579
タダラフィル錠2.5mgZA「サンド」,https://www.rad-ar.or.jp/siori/search/result?n=48148
タダラフィル錠2.5mgZA「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=47840
タダラフィル錠20mgCI「FCI」,https://www.rad-ar.or.jp/siori/search/result?n=49287
タダラフィル錠20mgAD「JG」,https://www.rad-ar.or.jp/siori/search/result?n=48937
タダラフィル錠20mgAD「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=48932
タダラフィル錠20mgAD「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=48917
タダラフィル錠20mgCI「TCK」,https://www.rad-ar.or.jp/siori/search/result?n=47798
タダラフィル錠20mgCI「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=50972
タダラフィル錠20mgCI「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=48028
タダラフィル錠20mgCI「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=50184
タダラフィル錠20mgCI「クラシエ」,https://www.rad-ar.or.jp/siori/search/result?n=46746
タダラフィル錠20mgCI「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=47711
タダラフィル錠20mgAD「TE」,https://www.rad-ar.or.jp/siori/search/result?n=49156
タダラフィル錠20mgAD「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=49315
タダラフィル錠5mgZA「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47772
タダラフィル錠5mgZA「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=48168
タダラフィル錠5mgZA「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=47537
タダラフィル錠5mgZA「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=48022
タダラフィル錠5mgZA「シオエ」,https://www.rad-ar.or.jp/siori/search/result?n=49733
タダラフィル錠5mgZA「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=47644
タダラフィル錠5mgZA「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=47581
タダラフィル錠5mgZA「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=48000
タダラフィル錠5mgZA「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=47856
タダラフィル錠20mgAD「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=49207
タダラフィル錠5mgZA「サンド」,https://www.rad-ar.or.jp/siori/search/result?n=48150
タチオン散20％,https://www.rad-ar.or.jp/siori/search/result?n=33847
タチオン錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=33849
タチオン錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=33848
タナトリル錠10,https://www.rad-ar.or.jp/siori/search/result?n=898
タナトリル錠2.5,https://www.rad-ar.or.jp/siori/search/result?n=899
タナトリル錠5,https://www.rad-ar.or.jp/siori/search/result?n=3205
タナドーパ顆粒75%,https://www.rad-ar.or.jp/siori/search/result?n=12533
タバリス錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=50887
タバリス錠150mg,https://www.rad-ar.or.jp/siori/search/result?n=50883
タフィンラーカプセル50mg,https://www.rad-ar.or.jp/siori/search/result?n=42285
タフィンラーカプセル75mg,https://www.rad-ar.or.jp/siori/search/result?n=42289
タフィンラー小児用分散錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=52058
タフチモ配合点眼液「NIT」,https://www.rad-ar.or.jp/siori/search/result?n=51075
タフチモ配合点眼液「日点」,https://www.rad-ar.or.jp/siori/search/result?n=52534
タフチモ配合点眼液「日点」,https://www.rad-ar.or.jp/siori/search/result?n=52437
タフチモ配合点眼液「日点」,https://www.rad-ar.or.jp/siori/search/result?n=52509
タフマックE配合顆粒,https://www.rad-ar.or.jp/siori/search/result?n=16340
タフマックE配合カプセル,https://www.rad-ar.or.jp/siori/search/result?n=16339
タフルプロスト点眼液0.0015%「NIT」,https://www.rad-ar.or.jp/siori/search/result?n=51110
タフルプロスト点眼液0.0015%「TS」,https://www.rad-ar.or.jp/siori/search/result?n=52125
タフルプロスト点眼液0.0015％「センジュ」,https://www.rad-ar.or.jp/siori/search/result?n=52070
タフルプロスト点眼液0.0015%「日点」,https://www.rad-ar.or.jp/siori/search/result?n=52173
タフルプロスト点眼液0.0015％「日点」,https://www.rad-ar.or.jp/siori/search/result?n=52156
タフルプロスト点眼液0.0015％「わかもと」,https://www.rad-ar.or.jp/siori/search/result?n=52126
タブネオスカプセル10mg,https://www.rad-ar.or.jp/siori/search/result?n=49457
タブレクタ錠150mg,https://www.rad-ar.or.jp/siori/search/result?n=48360
タブレクタ錠200mg,https://www.rad-ar.or.jp/siori/search/result?n=48368
タプコム配合点眼液,https://www.rad-ar.or.jp/siori/search/result?n=39661
タプロス点眼液0.0015%,https://www.rad-ar.or.jp/siori/search/result?n=14155
タプロスミニ点眼液0.0015%,https://www.rad-ar.or.jp/siori/search/result?n=37446
タベジール散0.1%,https://www.rad-ar.or.jp/siori/search/result?n=44664
タベジール散1%,https://www.rad-ar.or.jp/siori/search/result?n=44665
タベジールシロップ0.01％,https://www.rad-ar.or.jp/siori/search/result?n=44668
タベジール錠1mg,https://www.rad-ar.or.jp/siori/search/result?n=44666
タペンタ錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=44885
タペンタ錠25mg,https://www.rad-ar.or.jp/siori/search/result?n=44883
タペンタ錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=44884
タミフルカプセル75［治療用］,https://www.rad-ar.or.jp/siori/search/result?n=3643
タミフルカプセル75［予防用］,https://www.rad-ar.or.jp/siori/search/result?n=7062
タミフルドライシロップ3％［治療用］,https://www.rad-ar.or.jp/siori/search/result?n=3654
タミフルドライシロップ3％［予防用］,https://www.rad-ar.or.jp/siori/search/result?n=17234
タムスロシン塩酸塩OD錠0.1mg「CH」,https://www.rad-ar.or.jp/siori/search/result?n=33928
タムスロシン塩酸塩OD錠0.1mg「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=50083
タムスロシン塩酸塩OD錠0.1mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=17981
タムスロシン塩酸塩OD錠0.1mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=18159
タムスロシン塩酸塩OD錠0.1mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=19157
タムスロシン塩酸塩OD錠0.1mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=37335
タムスロシン塩酸塩OD錠0.1mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=18148
タムスロシン塩酸塩OD錠0.1mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=18523
タムスロシン塩酸塩OD錠0.1mg「明治」,https://www.rad-ar.or.jp/siori/search/result?n=51473
タムスロシン塩酸塩OD錠0.2mg「CH」,https://www.rad-ar.or.jp/siori/search/result?n=33929
タムスロシン塩酸塩OD錠0.2mg「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=50084
タムスロシン塩酸塩OD錠0.2mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=46405
タムスロシン塩酸塩OD錠0.2mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=17982
タムスロシン塩酸塩OD錠0.2mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=18160
タムスロシン塩酸塩OD錠0.2mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=19158
タムスロシン塩酸塩OD錠0.2mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=37336
タムスロシン塩酸塩OD錠0.2mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=18149
タムスロシン塩酸塩OD錠0.2mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=18524
タムスロシン塩酸塩OD錠0.2mg「明治」,https://www.rad-ar.or.jp/siori/search/result?n=51474
タムスロシン塩酸塩カプセル0.1mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=51243
タムスロシン塩酸塩カプセル0.2mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=51244
タムスロシン塩酸塩OD錠0.1mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=46404
タモキシフェン錠10mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=46628
タモキシフェン錠10mg「MYL」,https://www.rad-ar.or.jp/siori/search/result?n=51451
タモキシフェン錠10mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=19381
タモキシフェン錠10mg「明治」,https://www.rad-ar.or.jp/siori/search/result?n=18553
タモキシフェン錠20mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=46633
タモキシフェン錠20mg「MYL」,https://www.rad-ar.or.jp/siori/search/result?n=51452
タモキシフェン錠20mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=18555
タモキシフェン錠20mg「明治」,https://www.rad-ar.or.jp/siori/search/result?n=18554
タリージェOD錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=50514
タリージェOD錠15mg,https://www.rad-ar.or.jp/siori/search/result?n=50515
タリージェOD錠2.5mg,https://www.rad-ar.or.jp/siori/search/result?n=50512
タリージェOD錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=50513
タリージェ錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=46234
タリージェ錠15mg,https://www.rad-ar.or.jp/siori/search/result?n=46235
タリージェ錠2.5mg,https://www.rad-ar.or.jp/siori/search/result?n=45743
タリージェ錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=46233
タリオンOD錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=11892
タリオンOD錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=11891
タリオン錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=13453
タリオン錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=13452
タリビッド耳科用液0.3%,https://www.rad-ar.or.jp/siori/search/result?n=48264
タリビッド眼軟膏0.3%,https://www.rad-ar.or.jp/siori/search/result?n=10677
タリビッド錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=45956
タリビッド点眼液0.3%,https://www.rad-ar.or.jp/siori/search/result?n=10678
タリムス点眼液0.1％,https://www.rad-ar.or.jp/siori/search/result?n=13281
タルグレチンカプセル75mg,https://www.rad-ar.or.jp/siori/search/result?n=42665
タルセバ錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=52340
タルセバ錠150mg,https://www.rad-ar.or.jp/siori/search/result?n=52336
タルセバ錠25mg,https://www.rad-ar.or.jp/siori/search/result?n=52335
タルチレリンOD錠5mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=37227
タルチレリンOD錠5mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=38460
タルチレリンOD錠5mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=42211
タルチレリンOD錠5mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=34152
タルチレリン錠5mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=34765
タルチレリン錠5mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=38461
タルチレリン錠5mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=33022
炭カル錠500mg「旭化成」,https://www.rad-ar.or.jp/siori/search/result?n=16638
炭酸水素Na静注1.26%バッグ「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=35111
炭酸水素Na静注7%PL「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=34865
炭酸水素ナトリウム,https://www.rad-ar.or.jp/siori/search/result?n=12972
炭酸水素ナトリウム「NikP」,https://www.rad-ar.or.jp/siori/search/result?n=38000
炭酸水素ナトリウム「VTRS」原末,https://www.rad-ar.or.jp/siori/search/result?n=50009
炭酸水素ナトリウム「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=10502
炭酸水素ナトリウムシオエ,https://www.rad-ar.or.jp/siori/search/result?n=14882
炭酸水素ナトリウム錠500mg「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=50011
炭酸水素ナトリウム錠500mg「VTRS」［うがい］,https://www.rad-ar.or.jp/siori/search/result?n=50012
炭酸水素ナトリウム「ニッコー」［含嗽・吸入］,https://www.rad-ar.or.jp/siori/search/result?n=46223
炭酸水素ナトリウム「ニッコー」［内服剤］,https://www.rad-ar.or.jp/siori/search/result?n=46169
炭酸水素ナトリウム＜ハチ＞,https://www.rad-ar.or.jp/siori/search/result?n=11133
炭酸ランタンOD錠250mg「FCI」,https://www.rad-ar.or.jp/siori/search/result?n=51981
炭酸ランタンOD錠250mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47226
炭酸ランタンOD錠250mg「イセイ」,https://www.rad-ar.or.jp/siori/search/result?n=45318
炭酸ランタンOD錠250mg「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=47177
炭酸ランタンOD錠500mg「FCI」,https://www.rad-ar.or.jp/siori/search/result?n=51982
炭酸ランタンOD錠500mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47227
炭酸ランタンOD錠500mg「イセイ」,https://www.rad-ar.or.jp/siori/search/result?n=45319
炭酸ランタンOD錠500mg「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=47178
炭酸ランタン顆粒分包250mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=45532
炭酸ランタン顆粒分包250mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=45299
炭酸ランタン顆粒分包250mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=45146
炭酸ランタン顆粒分包250mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=45541
炭酸ランタン顆粒分包250mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=44864
炭酸ランタン顆粒分包250mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=44719
炭酸ランタン顆粒分包250mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=45618
炭酸ランタン顆粒分包250mg「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=45154
炭酸ランタン顆粒分包500mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=45536
炭酸ランタン顆粒分包500mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=45304
炭酸ランタン顆粒分包500mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=45145
炭酸ランタン顆粒分包500mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=45540
炭酸ランタン顆粒分包500mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=45242
炭酸ランタン顆粒分包500mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=44720
炭酸ランタン顆粒分包500mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=45662
炭酸ランタン顆粒分包500mg「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=45155
炭酸リチウム錠100mg「大正」,https://www.rad-ar.or.jp/siori/search/result?n=49948
炭酸リチウム錠100mg「フジナガ」,https://www.rad-ar.or.jp/siori/search/result?n=41601
炭酸リチウム錠100mg「フジナガ」,https://www.rad-ar.or.jp/siori/search/result?n=41494
炭酸リチウム錠100「ヨシトミ」,https://www.rad-ar.or.jp/siori/search/result?n=11107
炭酸リチウム錠200mg「大正」,https://www.rad-ar.or.jp/siori/search/result?n=49950
炭酸リチウム錠200mg「フジナガ」,https://www.rad-ar.or.jp/siori/search/result?n=41602
炭酸リチウム錠200mg「フジナガ」,https://www.rad-ar.or.jp/siori/search/result?n=41495
炭酸リチウム錠200「ヨシトミ」,https://www.rad-ar.or.jp/siori/search/result?n=11109
単シロップ,https://www.rad-ar.or.jp/siori/search/result?n=10195
タンドスピロンクエン酸塩錠10mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=38463
タンドスピロンクエン酸塩錠10mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=14063
タンドスピロンクエン酸塩錠10mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=13425
タンドスピロンクエン酸塩錠20mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=38464
タンドスピロンクエン酸塩錠20mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=16551
タンドスピロンクエン酸塩錠20mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=15606
タンドスピロンクエン酸塩錠5mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=38462
タンドスピロンクエン酸塩錠5mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=14062
タンドスピロンクエン酸塩錠5mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=17676
単軟膏,https://www.rad-ar.or.jp/siori/search/result?n=9309
単軟膏「ヨシダ」,https://www.rad-ar.or.jp/siori/search/result?n=18754
タンニン酸アルブミン「NikP」,https://www.rad-ar.or.jp/siori/search/result?n=38001
タンニン酸アルブミン「VTRS」原末,https://www.rad-ar.or.jp/siori/search/result?n=50013
タンニン酸アルブミン＜ハチ＞,https://www.rad-ar.or.jp/siori/search/result?n=11130
タンニン酸アルブミン「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=10018
タンニン酸アルブミンシオエ,https://www.rad-ar.or.jp/siori/search/result?n=14831
タンニン酸アルブミン「ニッコー」,https://www.rad-ar.or.jp/siori/search/result?n=49054
タンボコール錠100mg,https://www.rad-ar.or.jp/siori/search/result?n=9749
タンボコール錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=9748
タンボコール細粒10%,https://www.rad-ar.or.jp/siori/search/result?n=41202
タンボコール静注50mg,https://www.rad-ar.or.jp/siori/search/result?n=30055
ダーブロック錠1mg,https://www.rad-ar.or.jp/siori/search/result?n=48333
ダーブロック錠2mg,https://www.rad-ar.or.jp/siori/search/result?n=48334
ダーブロック錠4mg,https://www.rad-ar.or.jp/siori/search/result?n=48335
ダーブロック錠6mg,https://www.rad-ar.or.jp/siori/search/result?n=48337
ダイアート錠30mg,https://www.rad-ar.or.jp/siori/search/result?n=2296
ダイアート錠60mg,https://www.rad-ar.or.jp/siori/search/result?n=7918
ダイアコートクリーム0.05％,https://www.rad-ar.or.jp/siori/search/result?n=47119
ダイアコート軟膏0.05％,https://www.rad-ar.or.jp/siori/search/result?n=47120
ダイアップ坐剤10,https://www.rad-ar.or.jp/siori/search/result?n=38422
ダイアップ坐剤4,https://www.rad-ar.or.jp/siori/search/result?n=38420
ダイアップ坐剤6,https://www.rad-ar.or.jp/siori/search/result?n=38421
ダイアモックス錠250mg,https://www.rad-ar.or.jp/siori/search/result?n=10885
ダイアモックス末,https://www.rad-ar.or.jp/siori/search/result?n=8482
太虎堂の柴胡桂枝乾姜湯エキス顆粒,https://www.rad-ar.or.jp/siori/search/result?n=8224
ダイドロネル錠200,https://www.rad-ar.or.jp/siori/search/result?n=8311
ダイフェン配合顆粒,https://www.rad-ar.or.jp/siori/search/result?n=16003
ダイフェン配合錠,https://www.rad-ar.or.jp/siori/search/result?n=16002
ダイプロセルクリーム0.064%,https://www.rad-ar.or.jp/siori/search/result?n=18581
ダイプロセル軟膏0.064％,https://www.rad-ar.or.jp/siori/search/result?n=18611
ダイメジン・マルチ注,https://www.rad-ar.or.jp/siori/search/result?n=36294
ダウノマイシン静注用20mg,https://www.rad-ar.or.jp/siori/search/result?n=40566
ダカルバジン注用100,https://www.rad-ar.or.jp/siori/search/result?n=49541
ダクチラン錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=13922
ダクチル錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=9234
ダサチニブ錠20mg「BMSH」,https://www.rad-ar.or.jp/siori/search/result?n=51544
ダサチニブ錠20mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=49896
ダサチニブ錠20mg「NK」,https://www.rad-ar.or.jp/siori/search/result?n=50239
ダサチニブ錠20mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=51384
ダサチニブ錠20mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=49861
ダサチニブ錠50mg「BMSH」,https://www.rad-ar.or.jp/siori/search/result?n=51552
ダサチニブ錠50mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=49897
ダサチニブ錠50mg「NK」,https://www.rad-ar.or.jp/siori/search/result?n=50430
ダサチニブ錠50mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=50284
ダサチニブ錠50mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=49862
ダトロウェイ点滴静注用100mg,https://www.rad-ar.or.jp/siori/search/result?n=52200
ダフクリア錠200mg,https://www.rad-ar.or.jp/siori/search/result?n=50930
ダプトマイシン静注用350mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=50648
ダプトマイシン静注用350mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=51390
ダラキューロ配合皮下注,https://www.rad-ar.or.jp/siori/search/result?n=49042
ダラザレックス点滴静注100mg,https://www.rad-ar.or.jp/siori/search/result?n=44212
ダラザレックス点滴静注400mg,https://www.rad-ar.or.jp/siori/search/result?n=44213
ダラシンTゲル1％,https://www.rad-ar.or.jp/siori/search/result?n=18238
ダラシンTローション1％,https://www.rad-ar.or.jp/siori/search/result?n=18289
ダラシンカプセル150mg,https://www.rad-ar.or.jp/siori/search/result?n=12999
ダラシンカプセル75mg,https://www.rad-ar.or.jp/siori/search/result?n=12998
ダルテパリンNa静注5000単位/5mL「サワイ」［血液透析］,https://www.rad-ar.or.jp/siori/search/result?n=33982
ダルテパリンNa静注5000単位/5mL「サワイ」［汎発性血管内血液凝固症］,https://www.rad-ar.or.jp/siori/search/result?n=34119
ダルビアス点滴静注用135mg,https://www.rad-ar.or.jp/siori/search/result?n=50557
ダルベポエチンアルファBS注10μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47350
ダルベポエチン　アルファBS注10μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47311
ダルベポエチンアルファBS注120μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47356
ダルベポエチン　アルファBS注120μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47317
ダルベポエチンアルファBS注15μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47351
ダルベポエチン　アルファBS注15μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47312
ダルベポエチンアルファBS注180μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47357
ダルベポエチン　アルファBS注180μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47318
ダルベポエチンアルファBS注20μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47352
ダルベポエチン　アルファBS注20μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47313
ダルベポエチンアルファBS注30μgシリンジ「JCR」,https://www.rad-ar.or.jp/siori/search/result?n=47353
ダルベポエチン　アルファBS注30μgシリンジ「三和」,https://www.rad-ar.or.jp/siori/search/result?n=47314
